seqnames	start	end	width	strand	TSS	ATAC	Intragenic	Bidir	name	DS	S24	S72	L6	L26	L57	MaxActivity
1	24915435	24916267	833	*	TSS1_24915820	ATAC1_24915611	FALSE	FALSE	ENH1_24915851	0	0	0	0.174861	0.298981	2.2444680000000004	L57
1	25027897	25028396	500	*	TSS1_25028147	NA	FALSE	FALSE	ENH1_25028146	0	0	0	0	0.179934	2.1446	L57
1	25055053	25055552	500	*	TSS1_25055303	NA	FALSE	FALSE	ENH1_25055302	0.281208	0.158738	0.66643	0.7954049999999999	2.4945399999999998	0	L26
1	25135082	25135581	500	*	TSS1_25135235	ATAC1_25135400	FALSE	FALSE	ENH1_25135332	0	0.158738	0.333215	0.616279	1.13322	4.69657	L57
1	25215899	25216669	771	*	TSS1_25216547	ATAC1_25216289	FALSE	FALSE	ENH1_25216284	0.281208	0.952427	3.49309	0.440351	0.239911	0.101841	S72
1	25222809	25223308	500	*	TSS1_25223179	ATAC1_25222966	FALSE	FALSE	ENH1_25223058	0	0	0	0	0.0590692	0.101841	L57
1	25231971	25232470	500	*	TSS1_25232221	NA	FALSE	FALSE	ENH1_25232220	0.842045	0	2.16136	0.707974	0.118138	0.407365	S72
1	25318164	25318663	500	*	TSS1_25318414	NA	FALSE	FALSE	ENH1_25318414	0	2.22336	7.64581	0.530981	0.356233	0.9175610000000001	S72
1	25381675	25382174	500	*	TSS1_25381925	NA	FALSE	FALSE	ENH1_25381924	0	0.158738	0.166608	0.353987	2.19919	0.407365	L26
1	25409841	25410395	555	*	TSS1_25410251	ATAC1_25410197	FALSE	FALSE	ENH1_25410118	0	5.87536	4.4882	3.6230399999999996	6.258603000000001	1.632425	L26
1	25470701	25471200	500	*	TSS1_25470951	NA	FALSE	FALSE	ENH1_25470950	0.279628	2.3821	3.324218	0.263358	3.7604392	2.2474309999999997	L26
1	25533141	25534007	867	*	TSS1_25533150,TSS1_25533625	ATAC1_25533687	TRUE	TRUE	ENH1_25533574	0.279628	0.634951	1.83042	0.26549	0.776078	0.203682	S72
1	25605875	25606374	500	*	TSS1_25606125	NA	FALSE	FALSE	ENH1_25606124	0	0	0	0	0	0.305524	L57
1	25683670	25684169	500	*	TSS1_25683907	ATAC1_25683904	FALSE	FALSE	ENH1_25683920	0	0	0	0.0884968	0.0590692	0.101841	L57
1	25703090	25703589	500	*	TSS1_25703498	ATAC1_25703320	FALSE	FALSE	ENH1_25703340	0	0	0	0.0884968	1.679385	2.7566409999999997	L57
1	25703650	25704149	500	*	TSS1_25703787	ATAC1_25703974	FALSE	FALSE	ENH1_25703900	0	0.318506	0	0.4424838	1.845681	1.223085	L26
1	25723611	25724110	500	*	TSS1_25723939	ATAC1_25723828	FALSE	FALSE	ENH1_25723860	0	0.477244	0.332082	0.973465	1.13776	0.204671	L26
1	25743771	25744270	500	*	TSS1_25743960,TSS1_25744126	ATAC1_25744014	FALSE	FALSE	ENH1_25744020	0.838885	2.385192	3.15648	0.353988	0.23991220000000002	0.203683	S72
1	25817483	25817982	500	*	TSS1_25817733	NA	FALSE	FALSE	ENH1_25817732	0	0	0	0	0	1.0194	L57
1	25949908	25950407	500	*	TSS1_25949963	ATAC1_25950095	FALSE	FALSE	ENH1_25950158	0	0	0	0	1.543983	0.305524	L26
1	25953834	25954333	500	*	TSS1_25954003	ATAC1_25954052	FALSE	FALSE	ENH1_25954084	0	0.159769	0	1.0619610000000002	3.34332	1.3269039999999999	L26
1	25988106	25988605	500	*	TSS1_25988356	NA	FALSE	FALSE	ENH1_25988356	0	0	0	0	0	0	DS
1	25990236	25990735	500	*	TSS1_25990486	NA	FALSE	FALSE	ENH1_25990486	0	0.476213	1.4972	0.0884968	0	0.203683	S72
1	26060837	26061336	500	*	TSS1_26061204	ATAC1_26061134	FALSE	FALSE	ENH1_26061087	0.557677	2.06875	4.485938	2.03436	2.69355	0	S72
1	26134315	26134814	500	*	TSS1_26134697	ATAC1_26134567	FALSE	FALSE	ENH1_26134564	0	0	0	0.2654908	0.23991220000000002	0.713878	L57
1	26168501	26169000	500	*	TSS1_26168751	NA	FALSE	FALSE	ENH1_26168750	0	0	0	0	0	0.510196	L57
1	26168896	26169395	500	*	TSS1_26169146	NA	FALSE	FALSE	ENH1_26169146	0	0	0	0	0.2971637	0.713878	L57
1	26196949	26197448	500	*	TSS1_26197199	NA	FALSE	FALSE	ENH1_26197198	0	0.319537	0.166608	0.0884968	0.238094	0	S24
1	26218112	26218611	500	*	TSS1_26218362	NA	FALSE	FALSE	ENH1_26218362	0	0	0	0	0	0.714867	L57
1	26242245	26243186	942	*	TSS1_26242688,TSS1_26243035	ATAC1_26242632	FALSE	FALSE	ENH1_26242716	1.679349	2.705756	5.153498	4.511208	3.296062	0.815719	S72
1	26245626	26246125	500	*	TSS1_26245833	ATAC1_26245856	FALSE	FALSE	ENH1_26245876	0.560836	0.9534579999999999	2.494578	0.973465	1.192288	1.020391	S72
1	26257626	26258125	500	*	TSS1_26257829	ATAC1_26257892	FALSE	FALSE	ENH1_26257876	0	0	0	0	0.118138	1.530583	L57
1	26280263	26280762	500	*	TSS1_26280513	NA	FALSE	FALSE	ENH1_26280512	0	0	0	0	0.420754	1.02138	L57
1	26372168	26372667	500	*	TSS1_26372418	ATAC1_26372441	FALSE	FALSE	ENH1_26372418	0	0	0	0	0.118138	0.71289	L57
1	26373162	26373661	500	*	TSS1_26373412	NA	FALSE	FALSE	ENH1_26373412	0	0	0	0	0.177208	1.122233	L57
1	26398363	26398862	500	*	TSS1_26398613	NA	FALSE	FALSE	ENH1_26398612	0	0	0.333215	0.0884968	0.1808422	0.305524	S72
1	26399127	26399626	500	*	TSS1_26399145,TSS1_26399426	ATAC1_26399417	FALSE	FALSE	ENH1_26399376	0	3.6530289999999996	5.484449	1.06196	1.903844	3.368671	S72
1	26422575	26423074	500	*	TSS1_26422825	NA	FALSE	FALSE	ENH1_26422824	0	4.28901	3.324218	0.530981	0.177208	0.714867	S24
1	26429493	26430149	657	*	TSS1_26429671	ATAC1_26429761	FALSE	FALSE	ENH1_26429821	5.59257	22.240775	4.821422	2.920391	4.055785	1.3259130000000001	S24
1	26469932	26470431	500	*	TSS1_26470198	ATAC1_26470261	FALSE	FALSE	ENH1_26470182	0	1.271964	1.994761	0.707974	1.555791	0.408354	S72
1	26475440	26476256	817	*	TSS1_26476122,TSS1_26476184	ATAC1_26476071	FALSE	TRUE	ENH1_26475848	1.958977	3.97051	20.60607	4.42378	10.18625	7.45221	S72
1	26524280	26524779	500	*	TSS1_26524431	ATAC1_26524395	FALSE	FALSE	ENH1_26524530	0	0.79472	0.166608	0.176994	0.179934	0.408354	S24
1	26655452	26655951	500	*	TSS1_26655561,TSS1_26655777	NA	TRUE	TRUE	ENH1_26655702	0	0.158738	0	0.26549	4.83641	1.529594	L26
1	26657496	26657995	500	*	TSS1_26657618	ATAC1_26657743	FALSE	FALSE	ENH1_26657746	0	0	1.16512	0.61947700000000006	3.15884	3.16301	L57
1	26698198	26698697	500	*	TSS1_26698542	ATAC1_26698421	FALSE	FALSE	ENH1_26698448	0.281208	3.1788790000000002	4.655941	1.150458	0.7778959999999999	2.34729	S72
1	26728244	26728743	500	*	TSS1_26728384,TSS1_26728517	NA	TRUE	TRUE	ENH1_26728494	0	0.634951	1.829282	1.238955	1.848414	5.92164	L57
1	26729883	26730382	500	*	TSS1_26730133	NA	FALSE	FALSE	ENH1_26730132	0	0.794719	0	0.530981	0.2998902	0.204671	S24
1	26991399	26991898	500	*	TSS1_26991583	ATAC1_26991625	FALSE	FALSE	ENH1_26991648	0	3.17785	3.48856	0	0	0	S72
1	27075310	27076042	733	*	TSS1_27075443	ATAC1_27075473	FALSE	FALSE	ENH1_27075676	0	1.906913	0.333215	1.149392	1.671205	0.713878	S24
1	27169972	27170812	841	*	TSS1_27170508,TSS1_27170736	ATAC1_27170164	TRUE	TRUE	ENH1_27170392	28.5679	10.01182	19.28001	2.4779099999999996	4.043969	2.8535340000000002	DS
1	27173713	27174212	500	*	TSS1_27173963	NA	FALSE	FALSE	ENH1_27173962	0.278049	0.478275	0.664163	0.529915	3.04888	3.2698	L57
1	27415839	27416338	500	*	TSS1_27415994,TSS1_27416218	NA	FALSE	TRUE	ENH1_27416088	12.591180000000001	39.565870000000004	67.47037	12.120840000000001	12.69356	7.96143	S72
1	27453688	27454216	529	*	TSS1_27453728,TSS1_27454127	NA	FALSE	TRUE	ENH1_27453952	14.550145	13.990580000000001	10.80569	5.391904	3.5359689999999997	0.305524	DS
1	27697897	27698396	500	*	TSS1_27698012	ATAC1_27698203	FALSE	FALSE	ENH1_27698147	0	0	0	0.26549	0.949651	1.1212410000000002	L57
1	27709322	27710244	923	*	TSS1_27709652	ATAC1_27709590	FALSE	FALSE	ENH1_27709783	1.6761910000000002	5.243499	2.993268	1.147259	0.47437070000000003	0.101841	S24
1	27712602	27713101	500	*	TSS1_27712852	NA	FALSE	FALSE	ENH1_27712852	0	0.159769	0	0.615213	3.54233	1.02039	L26
1	27763057	27763556	500	*	TSS1_27763307	NA	FALSE	FALSE	ENH1_27763306	0	0	0	0.618411	0.421663	0.817697	L57
1	27838005	27838504	500	*	TSS1_27838315	ATAC1_27838228	FALSE	FALSE	ENH1_27838255	0	0.159769	0	0.0874306	0.23900320000000003	0.509207	L57
1	28051745	28052828	1084	*	TSS1_28052207	ATAC1_28052419	FALSE	FALSE	ENH1_28052286	0.838885	0.477245	0.166608	1.146194	2.748986	2.039796	L26
1	28073843	28074776	934	*	TSS1_28073933	ATAC1_28074039	FALSE	FALSE	ENH1_28074310	0	0.159769	0	1.9426649999999999	1.4858129999999998	0.611048	L6
1	28084665	28085164	500	*	TSS1_28084892	ATAC1_28084961	FALSE	FALSE	ENH1_28084914	0	0.7957510000000001	0.166608	0.353987	0.772443	0.305524	S24
1	28216572	28217164	593	*	TSS1_28216840,TSS1_28217012	ATAC1_28216861	TRUE	TRUE	ENH1_28216868	0	0	0.333215	0.8796368	19.50281	19.498170000000002	L26
1	28243202	28243839	638	*	TSS1_28243340,TSS1_28243516	ATAC1_28243636	FALSE	FALSE	ENH1_28243520	0	2.861406	0.499823	2.91507	0.953285	0.6110479999999999	L6
1	28284561	28285878	1318	*	TSS1_28285690	ATAC1_28285498	FALSE	FALSE	ENH1_28285220	0.560836	0.159769	0.830771	0.792207	0.839692	0.510196	L26
1	28393398	28393897	500	*	TSS1_28393567	ATAC1_28393545	FALSE	FALSE	ENH1_28393648	0	4.13234	1.99476	2.38941	0.711556	0.305524	S24
1	28430036	28431838	1803	*	TSS1_28430093,TSS1_28430328	ATAC1_28430514	TRUE	TRUE	ENH1_28430937	0.557677	1.1142569999999998	0.333216	1.8520340000000002	4.76825	4.69459	L26
1	28447694	28448193	500	*	TSS1_28447838,TSS1_28448003	NA	TRUE	TRUE	ENH1_28447944	6.15656	47.3595	19.6132	1.413815	0.239911	0.91855	S24
1	28473880	28474777	898	*	TSS1_28474037	ATAC1_28474179	FALSE	FALSE	ENH1_28474328	26.624748999999998	22.083113	20.1153	1.76994	0.829695	0.306512	DS
1	28552617	28554128	1512	*	TSS1_28554046	ATAC1_28553639	FALSE	FALSE	ENH1_28553372	0.556097	0.318507	0	1.501247	2.3454979999999996	6.53169	L57
1	28640075	28640574	500	*	TSS1_28640256,TSS1_28640413	NA	TRUE	TRUE	ENH1_28640324	0.278049	0.158738	0	0.26549	0.899669	3.26288	L57
1	28677076	28677575	500	*	TSS1_28677332	ATAC1_28677328	FALSE	FALSE	ENH1_28677326	0	0.635982	0	0	0.119047	0.81572	L57
1	28678737	28679457	721	*	TSS1_28678988	ATAC1_28678909	FALSE	FALSE	ENH1_28679097	0	0	0.997378	0.705842	0.720644	0.204671	S72
1	28699275	28699929	655	*	TSS1_28699392	ATAC1_28699590	FALSE	FALSE	ENH1_28699602	0	2.7006	0.830771	0.619478	0.712465	0.203683	S24
1	28700717	28701938	1222	*	TSS1_28700731	ATAC1_28701711	FALSE	FALSE	ENH1_28701328	0	0.637013	0.665297	1.23469	2.148298	1.3269039999999999	L26
1	28707152	28707651	500	*	TSS1_28707402	NA	FALSE	FALSE	ENH1_28707402	0	0	1.16399	5.1317506	1.428561	0	L6
1	28733045	28733544	500	*	TSS1_28733346	ATAC1_28733223	FALSE	FALSE	ENH1_28733294	0	0	0.333215	0.619478	1.252263	0.917561	L26
1	28743170	28743669	500	*	TSS1_28743237	ATAC1_28743414	FALSE	FALSE	ENH1_28743420	2.8026	13.3433	27.417708	10.5279306	5.1817267000000005	0.91855	S72
1	28749311	28749900	590	*	TSS1_28749662	ATAC1_28749722	FALSE	FALSE	ENH1_28749606	0	0.477244	0.997378	0.35292100000000004	1.193201	0.510196	L26
1	28753646	28754348	703	*	TSS1_28754267	ATAC1_28754182	FALSE	FALSE	ENH1_28753997	0	0	0	0.882836	0.657031	0	L6
1	28785026	28785525	500	*	TSS1_28785205	ATAC1_28785297	FALSE	FALSE	ENH1_28785276	3.64623	16.686069	8.64432	10.707	3.32968	3.3667	S24
1	28862226	28862725	500	*	TSS1_28862476	NA	FALSE	FALSE	ENH1_28862476	0	0	0	0.175927	1.013264	1.226051	L57
1	28871400	28871899	500	*	TSS1_28871650	NA	FALSE	FALSE	ENH1_28871650	0	0.317476	0.166608	1.945867	4.052149	3.87986	L26
1	28875641	28876555	915	*	TSS1_28876416	ATAC1_28876249	FALSE	FALSE	ENH1_28876098	0	1.590468	1.163986	0.0884968	0.5997790000000001	0.305524	S24
1	28888775	28889274	500	*	TSS1_28888904,TSS1_28889135	NA	FALSE	TRUE	ENH1_28889025	0.556097	8.586272	2.32684	10.072637	5.439813	3.77901	L6
1	28916521	28917935	1415	*	TSS1_28917278	ATAC1_28917407	FALSE	FALSE	ENH1_28917228	0	1.27196	3.325347	1.1493906	1.7829766999999999	1.0194	S72
1	28954330	28955095	766	*	TSS1_28954803	ATAC1_28954682	FALSE	FALSE	ENH1_28954712	0.278049	4.45497	1.662678	1.67611	0.4216632	0.306513	S24
1	29049725	29050224	500	*	TSS1_29049975	NA	FALSE	FALSE	ENH1_29049974	0	0	0	0	0.4198452	0.306513	L26
1	29084832	29085331	500	*	TSS1_29085082	NA	FALSE	FALSE	ENH1_29085082	0	0	0	1.94693	1.60577	0	L6
1	29228025	29228524	500	*	TSS1_29228275	NA	FALSE	FALSE	ENH1_29228274	0	0.318506	0.498689	0.352921	0.600688	0.306513	L26
1	29233424	29234745	1322	*	TSS1_29234487	ATAC1_29234415	FALSE	FALSE	ENH1_29234084	0	2.54393	1.3317269999999999	6.9752600000000005	4.11758	2.141632	L6
1	29243363	29243918	556	*	TSS1_29243646,TSS1_29243683	ATAC1_29243593	FALSE	TRUE	ENH1_29243640	0.281208	0.955519	3.157608	5.121090000000001	7.45816	6.12532	L26
1	29281169	29281668	500	*	TSS1_29281419	NA	FALSE	FALSE	ENH1_29281418	0	0	0	0.26549	0.0590692	0.510196	L57
1	29342858	29343357	500	*	TSS1_29342923	ATAC1_29343142	FALSE	FALSE	ENH1_29343108	5.04595	113.412	140.724	66.3566	30.077119	57.5028	S72
1	29380621	29381120	500	*	TSS1_29380816	ATAC1_29380745	FALSE	FALSE	ENH1_29380871	1.118513	1.432763	1.163986	0.2633578	1.19774	0.919539	S24
1	29410347	29410846	500	*	TSS1_29410484	ATAC1_29410589	FALSE	FALSE	ENH1_29410596	0.278049	0.635982	0.333215	1.06196	0.593418	0.305524	L6
1	29448053	29448553	501	*	TSS1_29448271,TSS1_29448479	ATAC1_29448164	TRUE	TRUE	ENH1_29448303	0	0.318506	0	1.0566308	12.049199999999999	4.797420000000001	L26
1	29459953	29460452	500	*	TSS1_29460325	ATAC1_29460306	FALSE	FALSE	ENH1_29460202	0.278049	1.275056	25.9171	0.263358	0.66521	0.918549	S72
1	29471908	29472407	500	*	TSS1_29472158	NA	FALSE	FALSE	ENH1_29472158	1.118514	4.13234	1.83155	0.7069080000000001	1.5458	1.22309	S24
1	29578490	29578989	500	*	TSS1_29578740	NA	FALSE	FALSE	ENH1_29578740	0	0.955519	0.332082	1.0566308	0.786983	1.73625	L57
1	29612224	29612723	500	*	TSS1_29612474	NA	FALSE	FALSE	ENH1_29612474	0	0.795751	0	0.176994	1.133219	4.902229999999999	L57
1	29695060	29695808	749	*	TSS1_29695410	ATAC1_29695518	FALSE	FALSE	ENH1_29695434	0	1.58944	0.665297	0.44035199999999997	0.23900300000000002	0	S24
1	29701987	29702486	500	*	TSS1_29702237	NA	FALSE	FALSE	ENH1_29702236	0	0	0	0	0.594327	0.305524	L26
1	29761508	29762007	500	*	TSS1_29761758	NA	FALSE	FALSE	ENH1_29761758	0	0.159769	0	0.0884968	0.0590692	0.408354	L57
1	29874452	29874951	500	*	TSS1_29874702	NA	FALSE	FALSE	ENH1_29874702	0	2.38416	1.33059	1.68144	1.06961	0.305524	S24
1	29906147	29906800	654	*	TSS1_29906462,TSS1_29906670	ATAC1_29906583	TRUE	TRUE	ENH1_29906474	0.559257	27.33901	21.767809999999997	16.36234	11.45488	3.670245	S24
1	29911784	29912758	975	*	TSS1_29911895,TSS1_29912243	ATAC1_29912046	FALSE	TRUE	ENH1_29912271	22.975377	99.27817499999999	123.450082	949.40133	445.97012	177.73389	L6
1	29919246	29919853	608	*	TSS1_29919804	ATAC1_29919662	FALSE	FALSE	ENH1_29919550	1.120094	3.498418	1.497201	12.82244	14.718219999999999	2.143611	L26
1	29923383	29923895	513	*	TSS1_29923654	ATAC1_29923572	FALSE	FALSE	ENH1_29923639	997.311	990.335506	1362.196608	1641.791855	1814.1008867	4034.309343	L57
1	29949073	29949638	566	*	TSS1_29949494	ATAC1_29949375	FALSE	FALSE	ENH1_29949356	0.278049	2.06771	0.332082	0.881769	1.98563	2.86145	L57
1	30152851	30153350	500	*	TSS1_30153024	ATAC1_30153119	FALSE	FALSE	ENH1_30153101	5.04595	15.2491	9.30849	7.78665	1.90294	0.9165719999999999	S24
1	30217196	30217695	500	*	TSS1_30217499,TSS1_30217561	ATAC1_30217101	TRUE	TRUE	ENH1_30217446	117.833	30.0365	92.38449	36.328494	23.853946999999998	289.40057199999995	L57
1	30346988	30347502	515	*	TSS1_30347218	ATAC1_30347311	FALSE	FALSE	ENH1_30347245	1.68251	26.3732	22.2721	10.085438	1.851136	2.850571	S24
1	30380328	30380827	500	*	TSS1_30380788	ATAC1_30380534	FALSE	FALSE	ENH1_30380578	0	5.246596	2.991	0.882836	0.3607762	0	S24
1	30421078	30421577	500	*	TSS1_30421237,TSS1_30421445	ATAC1_30421338	TRUE	TRUE	ENH1_30421328	0.557677	0.635982	0.333216	1.148326	4.53742	2.85453	L26
2	54979	55762	784	*	TSS2_55417,TSS2_55485	ATAC2_55335	FALSE	TRUE	ENH2_55370	0	0.47621399999999997	0.8307709999999999	1.5929440000000001	0.238094	0	L6
2	262753	263779	1027	*	TSS2_263252,TSS2_263466	ATAC2_263273	FALSE	TRUE	ENH2_263266	0.840465	10.48082	16.61655	11.32759	10.973230000000001	3.063147	S72
2	302556	303055	500	*	TSS2_302806	NA	FALSE	FALSE	ENH2_302806	0.279628	0	0	0.176994	0.2390029	0.408354	L57
2	304665	305164	500	*	TSS2_304915	NA	FALSE	FALSE	ENH2_304914	0	0	0.498689	0	0.357141	0.919539	L57
2	380694	381193	500	*	TSS2_381047	ATAC2_380956	FALSE	FALSE	ENH2_380944	0	0.317476	0.830771	0.442484	1.9665469999999998	5.72091	L57
2	529478	529977	500	*	TSS2_529686	ATAC2_529696	FALSE	FALSE	ENH2_529728	0.840465	0.952427	0.664163	2.12392	4.711899	2.7576229999999997	L26
2	564780	565279	500	*	TSS2_565030	NA	FALSE	FALSE	ENH2_565030	1.4013	1.42967	0.166608	0.530981	1.07233	4.59769	L57
2	587760	588259	500	*	TSS2_588026	ATAC2_588054	FALSE	FALSE	ENH2_588010	0	0.793689	1.66154	0	0.298072	0.511184	S72
2	685752	686251	500	*	TSS2_685910	ATAC2_685985	FALSE	FALSE	ENH2_686002	0	0	0	0	0.6579399	0.407365	L26
2	813496	813995	500	*	TSS2_813739	ATAC2_813768	FALSE	FALSE	ENH2_813746	0	0	0	0	0	0	DS
2	880310	881679	1370	*	TSS2_880722,TSS2_880967	ATAC2_880662	FALSE	TRUE	ENH2_880994	1.11851	10.3241	4.31933	5.309810000000001	4.34931	1.5325639999999998	S24
2	904328	904827	500	*	TSS2_904578	NA	FALSE	FALSE	ENH2_904578	1.960558	0.317476	0.166608	0.353988	0.35805	0	DS
2	981738	982976	1239	*	TSS2_982201	ATAC2_982138	FALSE	FALSE	ENH2_982357	0	0.158738	1.8292830000000002	0	0.8360559999999999	1.63441	S72
2	1320768	1321267	500	*	TSS2_1321018	NA	FALSE	FALSE	ENH2_1321018	0	0	0	0	0	0.306513	L57
2	1359124	1360104	981	*	TSS2_1359870	ATAC2_1359761	FALSE	FALSE	ENH2_1359614	2.52139	15.8831	14.953908	38.575	55.7485779	34.119784	L26
2	1365877	1366376	500	*	TSS2_1366127	NA	FALSE	FALSE	ENH2_1366126	0	0	0	0.353987	6.19499	3.37164	L26
2	1393123	1393622	500	*	TSS2_1393538	ATAC2_1393465	FALSE	FALSE	ENH2_1393372	0.560836	0.317476	0.498689	0.884968	0	0.101841	L6
2	1467135	1467837	703	*	TSS2_1467666	ATAC2_1467557	FALSE	FALSE	ENH2_1467486	0	0.317476	0.332082	1.4159468	1.251356	0.511184	L6
2	1602101	1602600	500	*	TSS2_1602351	NA	FALSE	FALSE	ENH2_1602350	0	0.317476	0	2.12392	2.20737	2.34927	L57
2	1710343	1710842	500	*	TSS2_1710593	NA	FALSE	FALSE	ENH2_1710592	23.531428	211.249	184.58329700000002	20.2604	3.3969278999999997	2.9623	S24
2	1715428	1715927	500	*	TSS2_1715678	NA	FALSE	FALSE	ENH2_1715678	0.560836	0.79472	0.9962449999999999	0.530981	3.21972	1.63441	L26
2	1788099	1788598	500	*	TSS2_1788349	NA	FALSE	FALSE	ENH2_1788348	0.560836	0.158738	0	0	0.5370749	0.510196	DS
2	1788452	1788951	500	*	TSS2_1788702	NA	FALSE	FALSE	ENH2_1788702	0	0	0	0.442484	1.07324	0.91855	L26
2	1822148	1822647	500	*	TSS2_1822398	NA	FALSE	FALSE	ENH2_1822398	0	0	0	0	0.239003	0.408354	L57
2	1920055	1920631	577	*	TSS2_1920055,TSS2_1920368	ATAC2_1920325	FALSE	TRUE	ENH2_1920343	1.68093	2.540836	4.153859	5.928221000000001	5.483434	1.93993	L6
2	1960608	1961247	640	*	TSS2_1960770	ATAC2_1960759	FALSE	FALSE	ENH2_1960928	0	0.476213	0.664163	1.0619618	0.179934	0.101841	L6
2	1968070	1968569	500	*	TSS2_1968218	ATAC2_1968339	FALSE	FALSE	ENH2_1968320	0	0	0	0	0	0.305524	L57
2	2026953	2027456	504	*	TSS2_2027238	ATAC2_2027318	FALSE	FALSE	ENH2_2027204	0	0	0.332082	0.353987	1.61032	1.0213800000000002	L26
2	2034607	2035106	500	*	TSS2_2034857	NA	FALSE	FALSE	ENH2_2034856	0.559256	0	0.166608	0.884968	0.656122	0.101841	L6
2	2057078	2057577	500	*	TSS2_2057328	NA	FALSE	FALSE	ENH2_2057328	0	1.429668	0.830771	0.176994	0.0599779	0.101841	S24
2	2103126	2103625	500	*	TSS2_2103376	NA	FALSE	FALSE	ENH2_2103376	1.680928	0.158738	0.498689	1.058763	0.0599779	0.101841	DS
2	2184775	2185526	752	*	TSS2_2184999	ATAC2_2185259	FALSE	FALSE	ENH2_2185150	61.349208	63.516738	188.903	85.826973	50.355075	37.171079999999996	S72
2	2201384	2201883	500	*	TSS2_2201551,TSS2_2201649	ATAC2_2201652	TRUE	TRUE	ENH2_2201634	0	10.164377	5.317838	1.502313	1.370402	0.40736500000000003	S24
2	2283730	2284229	500	*	TSS2_2283980	NA	FALSE	FALSE	ENH2_2283980	0	0.793689	0	0.351855	0.776078	1.226052	L57
2	2283755	2284254	500	*	TSS2_2284005	NA	FALSE	FALSE	ENH2_2284004	0	0.793689	0	0.351855	0.776078	1.226052	L57
2	2299264	2299763	500	*	TSS2_2299514	NA	FALSE	FALSE	ENH2_2299514	1.12009	0.158738	0	1.67931	0.119047	0	L6
2	2424951	2425450	500	*	TSS2_2425173	ATAC2_2425180	FALSE	FALSE	ENH2_2425200	0	0	0	0	0.298981	0.306513	L57
2	2427622	2428289	668	*	TSS2_2427980	ATAC2_2427872	FALSE	FALSE	ENH2_2427956	0	0	0	0.442484	0.4180279	1.22309	L57
2	2578718	2579217	500	*	TSS2_2579039	ATAC2_2578984	FALSE	FALSE	ENH2_2578968	0	0	0	0	0	0.408354	L57
2	2736229	2736728	500	*	TSS2_2736479	NA	FALSE	FALSE	ENH2_2736478	0	0	0	0	0	0	DS
2	2804628	2805127	500	*	TSS2_2805071	ATAC2_2804787	FALSE	FALSE	ENH2_2804878	0.840464	1.904853	7.81015	0.5288488	0.119956	0	S72
2	2863960	2864459	500	*	TSS2_2864210	NA	FALSE	FALSE	ENH2_2864210	0	0	0	0.529915	1.54943	0.101841	L26
2	2890548	2891047	500	*	TSS2_2890798	NA	FALSE	FALSE	ENH2_2890798	3.36344	0.317476	0.499823	2.99823	0.597053	0	DS
2	2891414	2891913	500	*	TSS2_2891486,TSS2_2891784	NA	FALSE	TRUE	ENH2_2891664	1.4013	1.428636	4.986890000000001	7.500909999999999	4.05578	0	L6
2	2901508	2902145	638	*	TSS2_2901745,TSS2_2902011	ATAC2_2901877	TRUE	TRUE	ENH2_2901826	5.04437	42.881876	42.697978	63.07259	65.63676	39.424482999999995	L26
2	2930586	2931779	1194	*	TSS2_2931458,TSS2_2931518	ATAC2_2931379	FALSE	TRUE	ENH2_2931182	43.459289999999996	23.183927	13.63119	10.22511	9.24296	7.145702	DS
2	2995783	2996282	500	*	TSS2_2996033	NA	FALSE	FALSE	ENH2_2996032	0.279628	0	0.166608	0.263358	0.0599779	1.02138	L57
2	4025574	4026073	500	*	TSS2_4025824	NA	FALSE	FALSE	ENH2_4025824	24.093828	8.417228	4.15499	8.3155	1.60759	0.714867	DS
2	4141472	4141971	500	*	TSS2_4141722	NA	FALSE	FALSE	ENH2_4141722	0	0	0	0	0	0	DS
2	4221012	4221511	500	*	TSS2_4221262	NA	FALSE	FALSE	ENH2_4221262	0	0.634951	0.166608	0.9723980000000001	0.2390029	0.101841	L6
2	4223814	4224748	935	*	TSS2_4224090	ATAC2_4224224	FALSE	FALSE	ENH2_4224281	0	0.476213	0.333215	0.350789	0.776078	0.510196	L26
2	5507460	5507959	500	*	TSS2_5507710	NA	FALSE	FALSE	ENH2_5507710	0.279628	2.3820930000000002	0	1.236821	0.2399119	1.3278910000000002	S24
2	5542397	5543172	776	*	TSS2_5542736	ATAC2_5542733	FALSE	FALSE	ENH2_5542784	3.9227	3.651998	5.15236	1.93947	4.589219999999999	4.597691	S72
2	5861191	5861690	500	*	TSS2_5861533	ATAC2_5861455	FALSE	FALSE	ENH2_5861440	18.2153	24.9321	24.2601	20.4993	17.5708	19.4082	S24
2	5913163	5914243	1081	*	TSS2_5913892,TSS2_5914111	ATAC2_5914038	FALSE	TRUE	ENH2_5913703	0	0	0	1.059829	5.54523	24.209600000000002	L57
2	5937237	5937736	500	*	TSS2_5937686	ATAC2_5937544	FALSE	FALSE	ENH2_5937486	0	0	0	0	0.596144	1.53256	L57
2	6025350	6026562	1213	*	TSS2_6025931,TSS2_6026105	ATAC2_6025988	TRUE	TRUE	ENH2_6025956	7.562608	25.88975	51.009100000000004	33.77802	36.5138	20.94475	S72
2	6033186	6033685	500	*	TSS2_6033378	ATAC2_6033363	FALSE	FALSE	ENH2_6033436	0	0.317476	0.997379	0.7943389999999999	2.80169	1.2250610000000002	L26
